No,SN Tyre,Reg Unit,Tanggal Pengecekan,PIC,Suhu luar ruangan,Suhu Tyre,Aktual (PSI),Remedy PSI,Kondisi,Remark
325,ABA 220312,ABA693,1/20/2023 9:07,SUKIR & NUNUNG HARIANTO,27,29,110,0,,
326,ABA 220730,ABA693,1/20/2023 9:07,SUKIR & NUNUNG HARIANTO,27,29,130,0,,
327,ABA 220413,ABA693,1/20/2023 9:07,SUKIR & NUNUNG HARIANTO,27,29,130,0,,
328,ABA 220906,ABA693,1/20/2023 9:07,SUKIR & NUNUNG HARIANTO,27,28,130,0,,
329,ABA 220907,ABA693,1/20/2023 9:07,SUKIR & NUNUNG HARIANTO,27,29,130,0,,
330,ABA 220601,ABA693,1/20/2023 9:07,SUKIR & NUNUNG HARIANTO,27,28,130,0,,
331,ABA 220910,ABA693,1/20/2023 9:07,SUKIR & NUNUNG HARIANTO,27,28,130,0,,
332,ABA 220912,ABA693,1/20/2023 9:07,SUKIR & NUNUNG HARIANTO,27,30,130,0,,
333,ABA 220620,ABA6100,1/20/2023 8:10,SUKIR & NUNUNG HARIANTO,25.9,27,90,10,,
334,ABA 220416,ABA6100,1/20/2023 8:10,SUKIR & NUNUNG HARIANTO,25.9,29,90,10,,
335,ABA 220727,ABA6100,1/20/2023 8:10,SUKIR & NUNUNG HARIANTO,25.9,28,120,0,,
336,ABA 220808,ABA6100,1/20/2023 8:10,SUKIR & NUNUNG HARIANTO,25.9,28,115,5,,
337,ABA 220809,ABA6100,1/20/2023 8:10,SUKIR & NUNUNG HARIANTO,25.9,29,115,5,,
338,ABA 220414,ABA6100,1/20/2023 8:10,SUKIR & NUNUNG HARIANTO,25.9,30,125,10,,
339,ABA 220301,ABA6100,1/20/2023 8:10,SUKIR & NUNUNG HARIANTO,25.9,26,125,10,,
340,ABA 220721,ABA6100,1/20/2023 8:10,SUKIR & NUNUNG HARIANTO,25.9,27,115,5,,
341,ABA 221116,ABA6100,1/20/2023 8:10,SUKIR & NUNUNG HARIANTO,25.9,29,115,5,,
342,ABA 221104,ABA6106,1/20/2023 8:54,SUKIR & NUNUNG HARIANTO,26.7,28,110,0,,
343,ABA 220904,ABA6106,1/20/2023 8:54,SUKIR & NUNUNG HARIANTO,26.7,29,110,0,,
344,ABA 221140,ABA6106,1/20/2023 8:54,SUKIR & NUNUNG HARIANTO,26.7,29,140,0,,
345,ABA 221133,ABA6106,1/20/2023 8:54,SUKIR & NUNUNG HARIANTO,26.7,28,140,0,,
346,ABA 221135,ABA6106,1/20/2023 8:54,SUKIR & NUNUNG HARIANTO,26.7,27,140,0,,
347,ABA 221136,ABA6106,1/20/2023 8:54,SUKIR & NUNUNG HARIANTO,26.7,29,140,0,,
348,ABA 221138,ABA6106,1/20/2023 8:54,SUKIR & NUNUNG HARIANTO,26.7,31,140,0,,
349,ABA 221132,ABA6106,1/20/2023 8:54,SUKIR & NUNUNG HARIANTO,26.7,27,140,0,,
350,ABA 221131,ABA6106,1/20/2023 8:54,SUKIR & NUNUNG HARIANTO,26.7,27,140,0,,
351,ABA 221146,ABA6106,1/20/2023 8:54,SUKIR & NUNUNG HARIANTO,26.7,29,140,0,,
352,ABA 211102,ABA696,1/22/2023 14:07,OBP,30,35,115,,,
353,ABA 220609,ABA696,1/22/2023 14:07,OBP,30,34,135,,,
354,ABA 220412,ABA696,1/22/2023 14:07,OBP,30,33,135,,,
355,ABA 220401,ABA696,1/22/2023 14:07,OBP,30,33,135,,,
356,ABA220712,ABA696,1/22/2023 14:07,OBP,30,35,135,,,
357,ABA 220716,ABA696,1/22/2023 14:07,OBP,30,33,120,,,
358,ABA 220909,ABA696,1/22/2023 14:07,OBP,30,32,130,,,
359,ABA 220905,ABA696,1/22/2023 14:07,OBP,30,34,130,,,
360,ABA 221103,ABA6104,1/22/2023 14:22,OBP,32,38,115,,,
361,ABA 220619,ABA6104,1/22/2023 14:22,OBP,32,41,115,,,
362,ABA 221130,ABA6104,1/22/2023 14:22,OBP,32,39,150,,,
363,ABA 221128,ABA6104,1/22/2023 14:22,OBP,32,35,145,,,
364,ABA 221126,ABA6104,1/22/2023 14:22,OBP,32,34,145,,,
365,ABA 221139,ABA6104,1/22/2023 14:22,OBP,32,39,150,,,
366,ABA 221134,ABA6104,1/22/2023 14:22,OBP,32,39,150,,,
367,ABA 221124,ABA6104,1/22/2023 14:22,OBP,32,35,150,,,
368,ABA 221125,ABA6104,1/22/2023 14:22,OBP,32,35,145,,,
369,ABA 221123,ABA6104,1/22/2023 14:22,OBP,32,40,150,,,
370,C0117K21,407,1/21/2023 8:37,JRT,27,32,35,,,
371,C2603Y21,407,1/21/2023 8:37,JRT,27,30,35,,,
372,ABA 201201 CMP,406,1/21/2023 9:11,JRT,28,32,35,,,
373,ABA 221005,406,1/21/2023 9:11,JRT,28,33,35,,,
374,ABA 220624,ABA694,1/21/2023 13:46,JRT,31,35,100,,,
375,ABA 220623,ABA694,1/21/2023 13:46,JRT,31,36,100,,,
376,ABA 220724,ABA694,1/21/2023 13:46,JRT,31,34,120,,,
377,ABA 220723,ABA694,1/21/2023 13:46,JRT,31,38,120,,,
378,ABA 220806,ABA694,1/21/2023 13:46,JRT,31,37,120,,,
379,ABA 220725,ABA694,1/21/2023 13:46,JRT,31,34,120,,,
380,ABA 220216,ABA694,1/21/2023 13:46,JRT,31,35,135,,,
381,ABA 220902,ABA6103,1/24/2023 10:06,OBP,29,35,110,,,
382,ABA 220615,ABA6103,1/24/2023 10:06,OBP,29,29,110,,,
383,ABA 220605,ABA6103,1/24/2023 10:06,OBP,29,35,135,,,
384,ABA 220606,ABA6103,1/24/2023 10:06,OBP,29,28,130,,,
385,ABA 220728,ABA6103,1/24/2023 10:06,OBP,29,27,130,,,
386,ABA 220726,ABA6103,1/24/2023 10:06,OBP,29,30,130,,,
387,ABA 220720,ABA6103,1/24/2023 10:06,OBP,29,35,135,,,
388,ABA 220711,ABA6103,1/24/2023 10:06,OBP,29,28,130,,,
389,ABA 221137,ABA6103,1/24/2023 10:06,OBP,29,26,135,,,
390,ABA 220621,ABA6102,1/24/2023 7:58,OBP,27,26,110,,,
391,ABA 220622,ABA6102,1/24/2023 7:58,OBP,27,26,110,,,
392,ABA 220101,ABA6102,1/24/2023 7:58,OBP,27,27,125,,,
393,ABA 2202012,ABA6102,1/24/2023 7:58,OBP,27,25,135,,,
394,ABA 221013,ABA6102,1/24/2023 7:58,OBP,27,26,125,,,
395,ABA 221015,ABA6102,1/24/2023 7:58,OBP,27,27,125,,,
396,ABA 220607,ABA6102,1/24/2023 7:58,OBP,27,27,125,,,
397,ABA 220722,ABA6102,1/24/2023 7:58,OBP,27,25,120,,,
398,ABA 221014,ABA6102,1/24/2023 7:58,OBP,27,25,120,,,
399,ABA 220713,ABA6102,1/24/2023 7:58,OBP,27,26,125,,,
400,ABA 221104,ABA6106,1/24/2023 8:16,OBP,27,28,105,5,,
401,ABA 220904,ABA6106,1/24/2023 8:16,OBP,27,29,105,5,,
402,ABA 221140,ABA6106,1/24/2023 8:16,OBP,27,28,135,,,
403,ABA 221133,ABA6106,1/24/2023 8:16,OBP,27,26,130,5,,
404,ABA 221135,ABA6106,1/24/2023 8:16,OBP,27,26,130,5,,
405,ABA 221136,ABA6106,1/24/2023 8:16,OBP,27,29,135,,,
406,ABA 221138,ABA6106,1/24/2023 8:16,OBP,27,28,135,,,
407,ABA 221132,ABA6106,1/24/2023 8:16,OBP,27,26,135,,,
408,ABA 221131,ABA6106,1/24/2023 8:16,OBP,27,26,130,5,,
409,ABA 221146,ABA6106,1/24/2023 8:16,OBP,27,29,135,,,
410,ABA 220403,ABA697,1/8/2023 10:20,jrt,25,25,110,10,,
411,ABA 221002,310,1/12/2023 7:06,JRT,25,28,65,,,
412,ABA 221004,310,1/12/2023 7:06,JRT,25,26,65,,,
413,ABA 220107,ABA696,1/8/2023 9:17,JRT,25,26,120,,,
414,ABA 220107,ABA696,1/15/2023 11:32,OBP,31,39,130,,,
415,ABA 220718,ABA698,1/16/2023 11:13,OBP,31,45,130,,,
416,ABA 220812,ABA698,1/16/2023 11:13,OBP,31,54,140,,,
417,ABA 220717,ABA693,1/20/2023 9:07,SUKIR & NUNUNG HARIANTO,27,28,130,0,,
418,ABA 220107,ABA696,1/22/2023 14:07,OBP,30,33,140,,,
419,ABA 220707,ABA698,1/16/2023 11:13,OBP,31,51,135,,,
420,ABA 220913,ABA6100,1/20/2023 8:10,SUKIR & NUNUNG HARIANTO,25.9,29,105,15,,
421,ABA 220608,ABA692,2/17/2023 13:51,JANRI RANTETAMPANG,31,32,140,0,,
422,ABA 220608,ABA692,2/24/2023 8:56,HARIRA,25,27,115,5,,
423,ABA 220713,ABA6102,2/8/2023 11:05,JRT,39,40,125,,,
424,ABA 220713,ABA6102,2/15/2023 11:11,JANRI RANTETAMPANG,32,43,120,,,
425,ABA 220713,ABA6102,2/22/2023 9:03,JANRI RANTETAMPANG,28,39,115,5,,
426,ABA 220715,ABA6103,2/8/2023 7:44,JRT,27,37,120,,,
427,ABA 220709,ABA697,2/8/2023 9:30,JRT,30,34,125,,,
428,ABA 220805,ABA692,2/17/2023 13:51,JANRI RANTETAMPANG,31,31,125,0,,
429,ABA 220709,ABA697,2/19/2023 13:08,JANRI RANTETAMPANG,32,37,120,,,
430,ABA 220805,ABA692,2/24/2023 8:56,HARIRA,25,27,115,5,,
431,ABA 220202,ABA694,2/4/2023 13:58,JRT,32,35,135,,,
432,ABA 220304,ABA692,2/17/2023 13:51,JANRI RANTETAMPANG,31,31,150,0,,
433,ABA 220304,ABA692,2/24/2023 8:56,HARIRA,25,29,125,10,,
434,ABA 2202011,ABA692,2/3/2023 9:01,NNH,28,31,135,,,
435,ABA 220405,ABA694,2/4/2023 13:58,JRT,32,35,120,,,
436,ABA 220602,ABA694,2/4/2023 13:58,JRT,32,34,120,,,
437,ABA 220309,ABA696,2/5/2023 11:35,JRT,32,49,115,,,
438,ABA 220105,ABA699,2/6/2023 15:48,JRT,32,37,120,,,
439,ABA 220101,ABA6102,2/8/2023 11:05,JRT,39,39,115,5,,
440,ABA 2202012,ABA6102,2/8/2023 11:05,JRT,39,38,135,,,
441,ABA 211017,ABA697,2/8/2023 9:30,JRT,30,36,95,5,,
442,ABA 211015,ABA697,2/8/2023 9:30,JRT,30,35,100,,,
443,ABA 2202019,ABA697,2/8/2023 9:30,JRT,30,35,130,,,
444,ABA 220313,ABA6101,2/10/2023 8:38,29,26,29,100,,,
445,ABA 220405,ABA694,2/11/2023 13:46,JRT,30,36,120,,,
446,ABA 220309,ABA696,2/12/2023 11:43,JANRI RANTETAMPANG,28,34,100,,,
447,ABA 220105,ABA699,2/13/2023 13:16,JANRI RANTETAMPANG,29,33,120,,,
448,ABA 220405,ABA694,2/18/2023 7:54,JANRI RANTETAMPANG,28,37,120,,,
449,ABA 211017,ABA697,2/19/2023 13:08,JANRI RANTETAMPANG,32,39,105,,,
450,ABA 211015,ABA697,2/19/2023 13:08,JANRI RANTETAMPANG,32,40,105,,,
451,ABA 2202019,ABA697,2/19/2023 13:08,JANRI RANTETAMPANG,32,40,135,,,
452,ABA 220313,ABA6101,2/24/2023 7:40,HARIRA,26,26,100,,,
453,ABA 220711,ABA6103,2/22/2023 15:11,JANRI RANTETAMPANG,30,34,120,,,
454,ABA 221104,ABA6106,1/31/2023 7:18,OBP,25,25,105,5,,
455,ABA 220904,ABA6106,1/31/2023 7:18,OBP,25,25,105,5,,
456,ABA 221140,ABA6106,1/31/2023 7:18,OBP,25,26,135,,,
457,ABA 221133,ABA6106,1/31/2023 7:18,OBP,25,26,130,5,,
458,ABA 221135,ABA6106,1/31/2023 7:18,OBP,25,25,135,,,
459,ABA 221136,ABA6106,1/31/2023 7:18,OBP,25,25,135,,,
460,ABA 221138,ABA6106,1/31/2023 7:18,OBP,25,26,135,,,
461,ABA 221132,ABA6106,1/31/2023 7:18,OBP,25,25,135,,,
462,ABA 221131,ABA6106,1/31/2023 7:18,OBP,25,25,130,5,,
463,ABA 221146,ABA6106,1/31/2023 7:18,OBP,25,25,135,,,
464,ABA 220618,ABA692,2/3/2023 9:01,NNH,28,31,110,,,
465,ABA 20901,ABA692,2/3/2023 9:01,NNH,28,31,100,,,
466,ABA 221109,ABA692,2/3/2023 9:01,NNH,28,30,125,,,
467,ABA 221113,ABA692,2/3/2023 9:01,NNH,28,31,130,,,
468,ABA 220805,ABA692,2/3/2023 9:01,NNH,28,31,125,,,
469,ABA 220807,ABA692,2/3/2023 9:01,NNH,28,31,130,,,
470,ABA 220608,ABA692,2/3/2023 9:01,NNH,28,31,120,,,
471,ABA 220304,ABA692,2/3/2023 9:01,NNH,28,32,140,,,
472,ABA 220706,ABA692,2/3/2023 9:01,NNH,28,32,125,,,
473,ABA 211021,720,2/3/2023 9:20,NNH,28,32,100,,,
474,ABA 211023,720,2/3/2023 9:20,NNH,28,32,100,,,
475,ABA 211020,720,2/3/2023 9:20,NNH,28,32,140,,,
476,ABA 211029,720,2/3/2023 9:20,NNH,28,31,140,,,
477,ABA 211030,720,2/3/2023 9:20,NNH,28,32,140,,,
478,ABA 211024,720,2/3/2023 9:20,NNH,28,31,140,,,
479,ABA 211019,720,2/3/2023 9:20,NNH,28,32,140,,,
480,ABA 211027,720,2/3/2023 9:20,NNH,28,30,140,,,
481,ABA 211028,720,2/3/2023 9:20,NNH,28,32,140,,,
482,ABA 211025,720,2/3/2023 9:20,NNH,28,31,135,,,
483,ABA 220620,ABA6100,2/3/2023 13:56,PAD,29,30,90,10,,
484,ABA 220416,ABA6100,2/3/2023 13:56,PAD,29,29,100,,,
485,ABA 220727,ABA6100,2/3/2023 13:56,PAD,29,30,130,,,
486,ABA 220808,ABA6100,2/3/2023 13:56,PAD,29,30,130,,,
487,ABA 220809,ABA6100,2/3/2023 13:56,PAD,29,30,130,,,
488,ABA 220414,ABA6100,2/3/2023 13:56,PAD,29,30,135,,,
489,ABA 220301,ABA6100,2/3/2023 13:56,PAD,29,29,130,,,
490,ABA 220721,ABA6100,2/3/2023 13:56,PAD,29,30,130,,,
491,ABA 221116,ABA6100,2/3/2023 13:56,PAD,29,30,130,,,
492,ABA 220311,ABA693,2/3/2023 14:15,PAD,29,36,120,,,
493,ABA 220312,ABA693,2/3/2023 14:15,PAD,29,37,100,,,
494,ABA 220730,ABA693,2/3/2023 14:15,PAD,29,31,130,,,
495,ABA 220413,ABA693,2/3/2023 14:15,PAD,29,32,130,,,
496,ABA 220906,ABA693,2/3/2023 14:15,PAD,29,37,130,,,
497,ABA 220907,ABA693,2/3/2023 14:15,PAD,29,35,130,,,
498,ABA 220601,ABA693,2/3/2023 14:15,PAD,29,36,130,,,
499,ABA 220701,ABA693,2/3/2023 14:15,PAD,29,37,130,,,
500,ABA 220910,ABA693,2/3/2023 14:15,PAD,29,30,130,,,
501,ABA 220912,ABA693,2/3/2023 14:15,PAD,29,35,130,,,
502,ABA 220313,ABA6101,2/3/2023 14:20,PAD,29,31,90,10,,
503,ABA 220316,ABA6101,2/3/2023 14:20,PAD,29,31,90,10,,
504,ABA 220810,ABA6101,2/3/2023 14:20,PAD,29,31,125,,,
505,ABA 220914,ABA6101,2/3/2023 14:20,PAD,29,29,125,,,
506,ABA 220703,ABA6101,2/3/2023 14:20,PAD,29,30,125,,,
507,ABA 220702,ABA6101,2/3/2023 14:20,PAD,29,31,125,,,
508,ABA 220407,ABA6101,2/3/2023 14:20,PAD,29,30,130,,,
509,ABA 220302,ABA6101,2/3/2023 14:20,PAD,29,30,130,,,
510,ABA 2202015,ABA6101,2/3/2023 14:20,PAD,29,31,135,,,
511,ABA 211206,ABA6101,2/3/2023 14:20,PAD,29,29,135,,,
512,ABA 220624,ABA694,2/4/2023 13:58,JRT,32,40,110,5,,
513,ABA 220623,ABA694,2/4/2023 13:58,JRT,32,43,110,5,,
514,ABA 220724,ABA694,2/4/2023 13:58,JRT,32,40,120,,,
515,ABA 220723,ABA694,2/4/2023 13:58,JRT,32,37,120,,,
516,ABA 220806,ABA694,2/4/2023 13:58,JRT,32,36,120,,,
517,ABA 220725,ABA694,2/4/2023 13:58,JRT,32,38,120,,,
518,ABA 220216,ABA694,2/4/2023 13:58,JRT,32,36,135,,,
519,ABA 211102,ABA696,2/5/2023 11:35,JRT,32,46,115,,,
520,ABA 220609,ABA696,2/5/2023 11:35,JRT,32,43,125,,,
521,ABA 220412,ABA696,2/5/2023 11:35,JRT,32,44,125,,,
522,ABA 220401,ABA696,2/5/2023 11:35,JRT,32,45,125,,,
523,ABA220712,ABA696,2/5/2023 11:35,JRT,32,43,125,,,
524,ABA 220716,ABA696,2/5/2023 11:35,JRT,32,50,125,,,
525,ABA 220909,ABA696,2/5/2023 11:35,JRT,32,49,125,,,
526,ABA 220905,ABA696,2/5/2023 11:35,JRT,32,44,125,,,
527,ABA 220314,ABA698,2/6/2023 13:20,JRT,32,33,100,,,
528,ABA 220310,ABA698,2/6/2023 13:20,JRT,32,32,90,10,,
529,ABA 221141,ABA698,2/6/2023 13:20,JRT,32,31,125,10,,
530,ABA 221148,ABA698,2/6/2023 13:20,JRT,32,32,125,10,,
531,ABA 221111,ABA698,2/6/2023 13:20,JRT,32,33,115,5,,
532,ABA 221106,ABA698,2/6/2023 13:20,JRT,32,30,110,10,,
533,ABA 220811,ABA698,2/6/2023 13:20,JRT,32,30,15,5,,
534,ABA 220704,ABA698,2/6/2023 13:20,JRT,32,31,120,,,
535,ABA 220617,ABA699,2/6/2023 15:48,JRT,32,41,105,10,,
536,ABA 220616,ABA699,2/6/2023 15:48,JRT,32,45,100,15,,
537,ABA 220908,ABA699,2/6/2023 15:48,JRT,32,37,120,,,
538,ABA 221012,ABA699,2/6/2023 15:48,JRT,32,41,135,,,
539,ABA 220802,ABA699,2/6/2023 15:48,JRT,32,44,125,,,
540,ABA 220801,ABA699,2/6/2023 15:48,JRT,32,41,125,,,
541,ABA 221115,ABA699,2/6/2023 15:48,JRT,32,36,100,,,
542,ABA 220719,ABA699,2/6/2023 15:48,JRT,32,38,95,25,,
543,ABA 220307,ABA699,2/6/2023 15:48,JRT,32,41,135,,,
544,ABA 220902,ABA6103,2/8/2023 7:44,JRT,27,40,100,,,
545,ABA 220615,ABA6103,2/8/2023 7:44,JRT,27,40,100,,,
546,ABA 220605,ABA6103,2/8/2023 7:44,JRT,27,31,115,5,,
547,ABA 220606,ABA6103,2/8/2023 7:44,JRT,27,33,115,5,,
548,ABA 220728,ABA6103,2/8/2023 7:44,JRT,27,45,120,,,
549,ABA 220726,ABA6103,2/8/2023 7:44,JRT,27,38,125,,,
550,ABA 220720,ABA6103,2/8/2023 7:44,JRT,27,37,120,,,
551,ABA 220711,ABA6103,2/8/2023 7:44,JRT,27,41,120,,,
552,ABA 221137,ABA6103,2/8/2023 7:44,JRT,27,47,135,,,
553,ABA 220621,ABA6102,2/8/2023 11:05,JRT,39,40,100,,,
554,ABA 220622,ABA6102,2/8/2023 11:05,JRT,39,40,100,,,
555,ABA 221013,ABA6102,2/8/2023 11:05,JRT,39,42,125,,,
556,ABA 221015,ABA6102,2/8/2023 11:05,JRT,39,40,130,,,
557,ABA 220607,ABA6102,2/8/2023 11:05,JRT,39,39,115,5,,
558,ABA 221014,ABA6102,2/8/2023 11:05,JRT,39,40,125,,,
559,ABA 2202018,ABA697,2/8/2023 9:30,JRT,30,32,110,25,,
560,ABA 221108,ABA697,2/8/2023 9:30,JRT,30,34,120,,,
561,ABA 221107,ABA697,2/8/2023 9:30,JRT,30,33,120,,,
562,ABA 220408,ABA697,2/8/2023 9:30,JRT,30,33,120,,,
563,ABA 220409,ABA697,2/8/2023 9:30,JRT,30,34,120,,,
564,ABA 220614,309,2/9/2023 8:41,JRT,25,25,60,10,,
565,ABA 220613,309,2/9/2023 8:41,JRT,25,24,60,10,,
566,ABA 220612 MG,309,2/9/2023 8:41,JRT,25,26,60,10,,
567,ABA 220611 MG,309,2/9/2023 8:41,JRT,25,24,60,10,,
568,ABA 210906 MG,309,2/9/2023 8:41,JRT,25,26,60,10,,
569,ABA 210905 MG,309,2/9/2023 8:41,JRT,25,24,60,10,,
570,ABA 220620,ABA6100,2/10/2023 7:11,JRT,25,29,100,,,
571,ABA 220416,ABA6100,2/10/2023 7:11,JRT,25,30,100,,,
572,ABA 220727,ABA6100,2/10/2023 7:11,JRT,25,28,120,,,
573,ABA 220808,ABA6100,2/10/2023 7:11,JRT,25,33,120,,,
574,ABA 220809,ABA6100,2/10/2023 7:11,JRT,25,30,120,,,
575,ABA 220414,ABA6100,2/10/2023 7:11,JRT,25,30,130,5,,
576,ABA 220301,ABA6100,2/10/2023 7:11,JRT,25,31,130,5,,
577,ABA 220721,ABA6100,2/10/2023 7:11,JRT,25,33,120,,,
578,ABA 221116,ABA6100,2/10/2023 7:11,JRT,25,30,120,,,
579,ABA 220311,ABA693,2/10/2023 7:56,JRT,25,28,100,,,
580,ABA 220312,ABA693,2/10/2023 7:56,JRT,25,26,95,5,,
581,ABA 220730,ABA693,2/10/2023 7:56,JRT,25,30,115,5,,
582,ABA 220906,ABA693,2/10/2023 7:56,JRT,25,28,115,5,,
583,ABA 220601,ABA693,2/10/2023 7:56,JRT,25,30,115,5,,
584,ABA 220701,ABA693,2/10/2023 7:56,JRT,25,28,115,5,,
585,ABA 220912,ABA693,2/10/2023 7:56,JRT,25,28,115,5,,
586,ABA 220316,ABA6101,2/10/2023 8:38,29,26,29,100,,,
587,ABA 220810,ABA6101,2/10/2023 8:38,29,26,29,115,5,,
588,ABA 220914,ABA6101,2/10/2023 8:38,29,26,29,115,5,,
589,ABA 220703,ABA6101,2/10/2023 8:38,29,26,29,120,,,
590,ABA 220702,ABA6101,2/10/2023 8:38,29,26,29,115,5,,
591,ABA 220302,ABA6101,2/10/2023 8:38,29,26,31,120,15,,
592,ABA 2202015,ABA6101,2/10/2023 8:38,29,26,32,130,5,,
593,ABA 211206,ABA6101,2/10/2023 8:38,29,26,32,135,,,
594,ABA 211021,720,2/10/2023 9:00,JRT,25,31,100,,,
595,ABA 211023,720,2/10/2023 9:00,JRT,25,30,100,,,
596,ABA 211020,720,2/10/2023 9:00,JRT,25,33,130,5,,
597,ABA 211029,720,2/10/2023 9:00,JRT,25,30,125,10,,
598,ABA 211030,720,2/10/2023 9:00,JRT,25,29,130,5,,
599,ABA 211024,720,2/10/2023 9:00,JRT,25,30,125,10,,
600,ABA 211019,720,2/10/2023 9:00,JRT,25,34,130,5,,
601,ABA 211027,720,2/10/2023 9:00,JRT,25,28,130,5,,
602,ABA 211028,720,2/10/2023 9:00,JRT,25,28,130,5,,
603,ABA 211025,720,2/10/2023 9:00,JRT,25,30,125,10,,
604,ABA 220624,ABA694,2/11/2023 13:46,JRT,30,37,105,,,
605,ABA 220623,ABA694,2/11/2023 13:46,JRT,30,36,100,,,
606,ABA 220216,ABA694,2/11/2023 13:46,JRT,30,37,135,,,
607,ABA 220724,ABA694,2/11/2023 13:46,JRT,30,34,120,,,
608,ABA 220723,ABA694,2/11/2023 13:46,JRT,30,35,120,,,
609,ABA 220806,ABA694,2/11/2023 13:46,JRT,30,38,120,,,
610,ABA 220725,ABA694,2/11/2023 13:46,JRT,30,36,120,,,
611,ABA 221110,ABA694,2/11/2023 13:46,JRT,30,31,115,5,,
612,ABA 221114,ABA694,2/11/2023 13:46,JRT,30,36,120,,,
613,ABA 221103,ABA6104,2/12/2023 10:56,JANRI RANTETAMPANG,27,33,100,,,
614,ABA 220619,ABA6104,2/12/2023 10:56,JANRI RANTETAMPANG,27,33,100,,,
615,ABA 221130,ABA6104,2/12/2023 10:56,JANRI RANTETAMPANG,27,31,135,,,
616,ABA 221128,ABA6104,2/12/2023 10:56,JANRI RANTETAMPANG,27,29,135,,,
617,ABA 221126,ABA6104,2/12/2023 10:56,JANRI RANTETAMPANG,27,31,135,,,
618,ABA 221139,ABA6104,2/12/2023 10:56,JANRI RANTETAMPANG,27,33,135,,,
619,ABA 221134,ABA6104,2/12/2023 10:56,JANRI RANTETAMPANG,27,32,135,,,
620,ABA 221124,ABA6104,2/12/2023 10:56,JANRI RANTETAMPANG,27,30,135,,,
621,ABA 221125,ABA6104,2/12/2023 10:56,JANRI RANTETAMPANG,27,33,130,5,,
622,ABA 221123,ABA6104,2/12/2023 10:56,JANRI RANTETAMPANG,27,33,135,,,
623,ABA 211102,ABA696,2/12/2023 11:43,JANRI RANTETAMPANG,28,33,100,,,
624,ABA 220609,ABA696,2/12/2023 11:43,JANRI RANTETAMPANG,28,31,120,,,
625,ABA 220412,ABA696,2/12/2023 11:43,JANRI RANTETAMPANG,28,30,120,,,
626,ABA 220401,ABA696,2/12/2023 11:43,JANRI RANTETAMPANG,28,29,120,,,
627,ABA 220717,ABA696,2/12/2023 11:43,JANRI RANTETAMPANG,28,31,115,5,,
628,ABA220712,ABA696,2/12/2023 11:43,JANRI RANTETAMPANG,28,31,120,,,
629,ABA 220716,ABA696,2/12/2023 11:43,JANRI RANTETAMPANG,28,32,100,20,,
630,ABA 220909,ABA696,2/12/2023 11:43,JANRI RANTETAMPANG,28,30,120,,,
631,ABA 220905,ABA696,2/12/2023 11:43,JANRI RANTETAMPANG,28,31,115,5,,
632,ABA 221105,ABA6105,2/13/2023 11:12,JANRI RANTETAMPANG,29,31,100,,,
633,ABA 221102,ABA6105,2/13/2023 11:12,JANRI RANTETAMPANG,29,32,95,5,,
634,ABA 221117,ABA6105,2/13/2023 11:12,JANRI RANTETAMPANG,29,31,125,10,,
635,ABA 221118,ABA6105,2/13/2023 11:12,JANRI RANTETAMPANG,29,28,120,15,,
636,ABA 221121,ABA6105,2/13/2023 11:12,JANRI RANTETAMPANG,29,27,120,15,,
637,ABA 221119,ABA6105,2/13/2023 11:12,JANRI RANTETAMPANG,29,31,120,15,,
638,ABA 221129,ABA6105,2/13/2023 11:12,JANRI RANTETAMPANG,29,31,130,5,,
639,ABA 221127,ABA6105,2/13/2023 11:12,JANRI RANTETAMPANG,29,28,120,15,,
640,ABA 221120,ABA6105,2/13/2023 11:12,JANRI RANTETAMPANG,29,28,120,15,,
641,ABA 220617,ABA699,2/13/2023 13:16,JANRI RANTETAMPANG,29,37,100,5,,
642,ABA 220616,ABA699,2/13/2023 13:16,JANRI RANTETAMPANG,29,36,105,,,
643,ABA 220908,ABA699,2/13/2023 13:16,JANRI RANTETAMPANG,29,33,120,,,
644,ABA 221012,ABA699,2/13/2023 13:16,JANRI RANTETAMPANG,29,36,125,,,
645,ABA 220802,ABA699,2/13/2023 13:16,JANRI RANTETAMPANG,29,34,115,5,,
646,ABA 220801,ABA699,2/13/2023 13:16,JANRI RANTETAMPANG,29,33,120,,,
647,ABA 221115,ABA699,2/13/2023 13:16,JANRI RANTETAMPANG,29,34,115,5,,
648,ABA 220719,ABA699,2/13/2023 13:16,JANRI RANTETAMPANG,29,35,110,10,,
649,ABA 220307,ABA699,2/13/2023 13:16,JANRI RANTETAMPANG,29,36,135,,,
650,ABA 221104,ABA6106,2/14/2023 14:53,JANRI RANTETAMPANG,35,47,115,,,
651,ABA 220904,ABA6106,2/14/2023 14:53,JANRI RANTETAMPANG,35,48,115,,,
652,ABA 221140,ABA6106,2/14/2023 14:53,JANRI RANTETAMPANG,35,43,145,,,
653,ABA 221133,ABA6106,2/14/2023 14:53,JANRI RANTETAMPANG,35,44,145,,,
654,ABA 221135,ABA6106,2/14/2023 14:53,JANRI RANTETAMPANG,35,47,145,,,
655,ABA 221136,ABA6106,2/14/2023 14:53,JANRI RANTETAMPANG,35,46,135,,,
656,ABA 221138,ABA6106,2/14/2023 14:53,JANRI RANTETAMPANG,35,44,140,,,
657,ABA 221131,ABA6106,2/14/2023 14:53,JANRI RANTETAMPANG,35,47,145,,,
